MATRICULA,MEDIA_CONSUMO,DESVIO_PADRAO_CONSUMO,CONSUMO_MINIMO,CONSUMO_MAXIMO,CATEGORIA,CONTAGEM_MATRICULA,FRAUDADOR
17721355,0.0,0.0,0.0,0.0,1,0,0
17721356,17.33,19.08,0.0,66.0,1,0,0
17721358,0.0,0.0,0.0,0.0,1,0,0
17721364,5.17,3.49,2.0,10.0,1,0,0
17721367,5.75,0.96,5.0,7.0,1,0,0
17721397,0.58,0.67,0.0,2.0,1,0,0
17721398,2.0,4.57,0.0,16.0,1,7,1
17721409,0.0,0.0,0.0,0.0,1,2,1
17721415,0.0,0.0,0.0,0.0,1,2,1
17721418,0.0,0.0,0.0,0.0,1,2,1
17721434,0.0,0.0,0.0,0.0,1,0,0
17721437,0.0,0.0,0.0,0.0,1,0,0
17721439,15.33,2.57,11.0,19.0,1,0,0
17721452,6.83,3.76,2.0,14.0,1,1,1
17721461,0.58,1.73,0.0,6.0,1,0,0
17721470,0.0,0.0,0.0,0.0,1,1,1
17721471,0.0,0.0,0.0,0.0,1,0,0
17721499,1.83,0.94,0.0,4.0,1,0,0
17721500,0.0,0.0,0.0,0.0,1,0,0
17721501,56.58,6.6,44.0,65.0,1,0,0
17721564,2.92,1.16,0.0,4.0,1,0,0
17721588,0.0,0.0,0.0,0.0,2,0,0
17721608,0.0,0.0,0.0,0.0,1,1,1
17721610,0.0,0.0,0.0,0.0,1,0,0
17721611,0.0,0.0,0.0,0.0,1,0,0
17721620,7.42,1.78,4.0,10.0,1,0,0
17721632,6.17,1.4,4.0,8.0,1,0,0
17721644,2.25,0.75,1.0,3.0,1,0,0
17721645,1.5,1.0,0.0,3.0,1,0,0
17721660,0.0,0.0,0.0,0.0,1,2,1
17721661,4.75,1.66,2.0,8.0,1,1,1
17721729,0.0,0.0,0.0,0.0,1,0,0
17721753,0.42,0.67,0.0,2.0,2,1,1
17721754,0.0,0.0,0.0,0.0,1,0,0
17721763,0.5,0.52,0.0,1.0,1,0,0
17721768,54.5,102.68,15.0,368.0,1,0,0
17721771,0.33,0.52,0.0,1.0,1,0,0
17721790,14.5,8.84,0.0,29.0,1,1,1
17721793,0.0,0.0,0.0,0.0,1,0,0
17721805,1.5,0.52,1.0,2.0,1,0,0
17721815,0.44,0.53,0.0,1.0,1,0,0
17721816,0.0,0.0,0.0,0.0,1,0,0
17721824,4.33,2.31,3.0,7.0,1,0,0
17721826,2.08,0.9,0.0,3.0,1,0,0
17721835,9.0,2.45,2.0,12.0,1,0,0
17721837,4.0,1.41,2.0,6.0,1,0,0
17721843,2.58,1.0,1.0,4.0,1,0,0
17721864,6.08,3.87,2.0,14.0,1,1,1
17721868,3.58,1.51,2.0,7.0,1,0,0
17721884,6.0,2.09,1.0,8.0,1,0,0
17721912,5.25,1.29,4.0,8.0,1,1,1
17721914,2.0,1.04,1.0,4.0,1,0,0
17721926,1.83,3.46,0.0,9.0,1,1,1
17721933,46.83,37.38,0.0,122.0,1,0,0
17721938,19.58,16.69,0.0,47.0,1,1,1
17721942,33.58,4.54,28.0,44.0,1,1,1
17721948,0.0,0.0,0.0,0.0,1,1,1
17721949,6.5,3.0,0.0,13.0,1,0,0
17721976,8.67,3.31,3.0,16.0,1,0,0
17721978,21.58,4.14,16.0,28.0,1,0,0
17721990,13.0,9.25,5.0,33.0,1,0,0
17721992,14.4,21.4,0.0,61.0,1,3,1
17722005,10.75,9.13,3.0,35.0,1,1,1
17722007,6.17,6.62,0.0,15.0,1,1,1
17722014,0.25,0.62,0.0,2.0,1,0,0
17722030,6.75,5.89,0.0,22.0,1,1,1
17722032,0.0,0.0,0.0,0.0,1,0,0
17722086,8.08,2.57,4.0,12.0,1,0,0
17722090,4.58,3.32,1.0,12.0,1,1,1
17722091,0.0,0.0,0.0,0.0,1,0,0
17722099,20.67,15.74,0.0,58.0,1,2,1
17722100,0.0,0.0,0.0,0.0,1,0,0
17722107,0.0,0.0,0.0,0.0,1,0,0
17722113,32.67,16.29,0.0,74.0,1,0,0
17722122,242.0,158.92,30.0,531.0,2,0,0
17722125,0.0,0.0,0.0,0.0,1,0,0
17722131,0.0,0.0,0.0,0.0,1,2,1
17722133,0.0,0.0,0.0,0.0,1,0,0
17722150,10.92,8.54,3.0,29.0,1,0,0
17722185,0.0,0.0,0.0,0.0,2,3,1
17722193,6.62,6.0,0.0,19.0,1,13,1
17722198,16.83,5.37,10.0,26.0,1,0,0
17722206,2.75,2.8,1.0,11.0,1,0,0
17722208,10.67,12.36,4.0,49.0,1,2,1
17722227,0.0,0.0,0.0,0.0,1,0,0
17722233,5.33,1.56,3.0,8.0,1,3,1
17722240,6.83,7.8,0.0,31.0,1,0,0
17722242,0.0,0.0,0.0,0.0,1,2,1
17722245,0.0,0.0,0.0,0.0,1,0,0
17722249,51.67,7.75,40.0,65.0,1,1,1
17722251,19.0,9.82,0.0,39.0,1,0,0
17722252,4.0,4.62,0.0,8.0,1,8,1
17722261,0.0,0.0,0.0,0.0,1,0,0
17722276,6.33,1.07,5.0,8.0,1,0,0
17722295,0.0,0.0,0.0,0.0,1,0,0
17722316,15.42,5.87,10.0,27.0,1,2,1
17722317,0.0,0.0,0.0,0.0,1,0,0
17722341,17.58,4.4,11.0,27.0,1,1,1
17722346,8.75,2.96,4.0,16.0,1,0,0
17722353,0.0,0.0,0.0,0.0,1,1,1
17722369,2.6,0.55,2.0,3.0,1,1,1
17722372,0.0,0.0,0.0,0.0,1,0,0
17722384,0.0,0.0,0.0,0.0,1,0,0
17722387,13.92,28.72,4.0,105.0,1,0,0
17722392,1.92,1.16,1.0,5.0,1,0,0
17722396,3.0,1.41,2.0,5.0,1,0,0
17722405,2.5,0.67,2.0,4.0,1,0,0
17722425,33.0,10.12,13.0,53.0,1,1,1
17722444,22.8,6.65,17.0,34.0,1,0,0
17722448,36.67,11.06,23.0,57.0,1,0,0
17722462,14.0,1.41,12.0,17.0,1,1,1
17722464,20.75,7.14,11.0,33.0,1,0,0
17722492,2.08,1.73,1.0,7.0,1,0,0
17722496,3.5,2.12,2.0,5.0,1,1,1
17722503,1.08,0.67,0.0,2.0,1,0,0
17722511,0.0,0.0,0.0,0.0,1,0,0
17722512,0.0,0.0,0.0,0.0,1,1,1
17722518,5.25,1.14,4.0,7.0,1,0,0
17722612,19.5,7.94,9.0,33.0,1,0,0
17722613,4.12,2.7,1.0,8.0,1,0,0
17722626,0.0,0.0,0.0,0.0,1,0,0
17722628,0.0,0.0,0.0,0.0,1,1,1
17722629,13.0,7.17,7.0,33.0,1,1,1
17722641,7.08,2.54,4.0,14.0,1,0,0
17722660,0.0,0.0,0.0,0.0,1,0,0
17722661,5.58,1.83,3.0,9.0,1,1,1
17722662,0.0,0.0,0.0,0.0,1,0,0
17722664,0.25,0.45,0.0,1.0,1,0,0
17722665,1.83,1.53,0.0,5.0,1,0,0
17722666,0.0,0.0,0.0,0.0,1,0,0
17722669,0.4,0.55,0.0,1.0,1,0,0
17722708,0.38,0.52,0.0,1.0,1,1,1
17722726,17.58,10.42,0.0,44.0,1,0,0
17722728,7.17,1.53,6.0,10.0,1,0,0
17722749,0.0,0.0,0.0,0.0,1,0,0
17722750,5.25,1.48,4.0,9.0,1,0,0
17722823,6.33,0.78,5.0,7.0,1,0,0
17722825,6.08,3.29,1.0,11.0,1,1,1
17722826,24.0,1.0,23.0,25.0,1,0,0
17722870,1.5,1.09,0.0,4.0,1,0,0
17722872,17.42,3.37,12.0,25.0,1,0,0
17722935,1.33,1.3,0.0,5.0,1,0,0
17722951,0.0,0.0,0.0,0.0,1,0,0
17722971,0.0,0.0,0.0,0.0,1,0,0
17723002,10.0,7.91,0.0,20.0,1,1,1
17723027,19.42,4.23,11.0,25.0,1,0,0
17723029,7.67,1.23,6.0,10.0,1,2,1
17723125,16.75,4.59,8.0,23.0,1,0,0
17723192,4.75,3.33,0.0,13.0,1,1,1
17723263,0.0,0.0,0.0,0.0,1,8,1
17723353,1.11,0.78,0.0,2.0,1,1,1
17723377,1.83,1.4,1.0,5.0,1,1,1
17723396,12.4,1.82,10.0,14.0,1,0,0
17723502,0.42,1.44,0.0,5.0,1,1,1
17723542,12.17,3.83,8.0,20.0,1,1,1
17723545,2.25,1.91,1.0,8.0,1,0,0
17723559,0.0,0.0,0.0,0.0,1,0,0
17723562,3.0,2.09,0.0,7.0,1,1,1
17723638,9.0,0.0,9.0,9.0,1,1,1
17723644,0.0,0.0,0.0,0.0,1,1,1
17723647,16.5,1.51,14.0,19.0,1,0,0
17723663,3.0,1.13,2.0,6.0,1,0,0
17723686,22.42,5.7,14.0,32.0,1,1,1
17723730,12.88,4.05,10.0,22.0,1,0,0
17723753,1.38,2.5,0.0,7.0,1,1,1
17723790,10.0,2.13,5.0,13.0,1,0,0
17723809,2.5,2.65,0.0,6.0,1,2,1
17723879,42.17,9.47,32.0,65.0,2,0,0
17723911,1.42,0.51,1.0,2.0,1,0,0
17723921,0.0,0.0,0.0,0.0,1,0,0
17723925,7.0,3.28,4.0,16.0,1,0,0
17723957,6.67,1.07,5.0,9.0,1,0,0
17723960,0.0,0.0,0.0,0.0,1,0,0
17724000,7.67,1.07,6.0,10.0,1,0,0
17724045,0.0,0.0,0.0,0.0,1,1,1
17724096,0.0,0.0,0.0,0.0,1,1,1
17724127,3.75,1.22,2.0,7.0,1,0,0
17724151,1.67,0.65,1.0,3.0,1,0,0
17724248,10.08,1.88,8.0,15.0,1,0,0
17724274,14.0,8.22,0.0,24.0,1,0,0
17724292,0.0,0.0,0.0,0.0,1,1,1
17724293,48.58,2.07,45.0,53.0,1,0,0
17724304,0.0,0.0,0.0,0.0,1,1,1
17724500,0.75,0.87,0.0,3.0,1,0,0
17724690,7.5,5.33,0.0,19.0,1,1,1
17724740,4.25,3.72,0.0,9.0,1,2,1
17724786,5.67,1.32,4.0,8.0,1,0,0
17724796,2.11,0.6,1.0,3.0,1,2,1
17724821,21.0,9.1,0.0,31.0,1,0,0
17724858,29.67,1.72,27.0,32.0,1,0,0
17724876,0.0,0.0,0.0,0.0,1,2,1
17724900,9.25,9.12,0.0,29.0,1,2,1
17724913,6.67,5.0,0.0,21.0,1,0,0
17724959,8.83,11.93,1.0,39.0,1,0,0
17725090,0.0,0.0,0.0,0.0,1,0,0
17725108,0.0,0.0,0.0,0.0,1,1,1
17725127,30.92,10.05,20.0,59.0,1,4,1
17725182,0.0,0.0,0.0,0.0,1,0,0
17725278,67.25,33.02,0.0,141.0,1,0,0
17725294,0.0,0.0,0.0,0.0,1,1,1
17725336,16.75,0.97,15.0,18.0,1,0,0
17725338,4.83,3.54,2.0,12.0,1,0,0
17725407,8.92,1.56,6.0,12.0,1,0,0
17725408,4.5,5.25,1.0,16.0,1,0,0
17725411,0.0,0.0,0.0,0.0,1,10,1
17725428,0.8,1.3,0.0,3.0,1,2,1
17725481,0.92,0.67,0.0,2.0,1,0,0
17725537,6.22,5.21,0.0,15.0,1,0,0
17725542,22.56,4.9,17.0,34.0,1,0,0
17725544,4.2,0.45,4.0,5.0,1,0,0
17725564,6.0,0.0,6.0,6.0,1,0,0
17725570,7.17,0.94,6.0,9.0,1,1,1
17725571,3.17,1.11,2.0,6.0,1,0,0
17725598,6.0,11.81,0.0,27.0,1,2,1
17725617,0.0,0.0,0.0,0.0,1,6,1
17725634,0.0,0.0,0.0,0.0,1,1,1
17725644,0.0,0.0,0.0,0.0,1,1,1
17725645,1.08,2.23,0.0,7.0,1,2,1
17725646,11.0,11.31,3.0,19.0,1,0,0
17725647,17.62,8.16,0.0,24.0,1,0,0
17725709,1.92,1.62,0.0,5.0,1,0,0
17725719,6.5,4.12,0.0,16.0,1,0,0
17725730,0.0,0.0,0.0,0.0,1,0,0
17725763,2.5,4.56,0.0,14.0,1,1,1
17725764,7.42,1.73,5.0,10.0,1,1,1
17725766,0.0,0.0,0.0,0.0,1,2,1
17725784,17.92,5.74,9.0,29.0,1,1,1
17725791,8.58,2.61,5.0,14.0,1,3,1
17725795,17.08,7.8,0.0,28.0,1,1,1
17725797,10.33,2.06,7.0,14.0,1,0,0
17725803,12.0,6.22,8.0,29.0,1,0,0
17725809,12.88,6.01,8.0,26.0,1,1,1
17725822,0.0,0.0,0.0,0.0,1,0,0
17725826,3.0,0.0,3.0,3.0,1,14,1
17725848,2.75,0.87,1.0,4.0,1,0,0
17725850,0.0,0.0,0.0,0.0,1,0,0
17725851,12.58,4.64,8.0,25.0,1,0,0
17725876,43.33,13.99,26.0,76.0,2,3,1
17725881,0.0,0.0,0.0,0.0,1,0,0
17725883,0.09,0.3,0.0,1.0,1,0,0
17725888,2.25,1.16,0.0,4.0,1,0,0
17725898,0.0,0.0,0.0,0.0,1,0,0
17725909,22.5,4.27,17.0,31.0,1,0,0
17725929,13.0,1.54,10.0,16.0,1,1,1
17725930,2.67,1.15,1.0,5.0,1,1,1
17725953,3.42,1.0,2.0,5.0,1,0,0
17725997,3.83,1.75,3.0,9.0,1,0,0
17726006,4.83,3.74,0.0,14.0,1,1,1
17726042,3.38,6.76,0.0,20.0,1,0,0
17726058,2.25,1.48,0.0,5.0,1,1,1
17726062,1.8,0.45,1.0,2.0,1,0,0
17726072,0.0,0.0,0.0,0.0,1,0,0
17726091,18.08,7.01,6.0,26.0,1,0,0
17726096,11.42,39.55,0.0,137.0,1,5,1
17726097,0.0,0.0,0.0,0.0,1,0,0
17726151,0.0,0.0,0.0,0.0,1,1,1
17726164,0.08,0.29,0.0,1.0,1,1,1
17726173,0.08,0.29,0.0,1.0,1,0,0
17726215,0.0,0.0,0.0,0.0,1,0,0
17726232,0.0,0.0,0.0,0.0,1,0,0
17726233,0.83,0.41,0.0,1.0,1,0,0
17726246,2.0,2.83,0.0,4.0,1,0,0
17726254,0.0,0.0,0.0,0.0,1,0,0
17726266,15.14,14.8,0.0,42.0,1,3,1
17726278,0.0,0.0,0.0,0.0,1,1,1
17726284,4.58,1.44,3.0,7.0,1,0,0
17726293,1.0,0.0,1.0,1.0,1,0,0
17726307,19.25,9.79,0.0,43.0,1,1,1
17726308,0.58,0.9,0.0,3.0,1,1,1
17726342,0.0,0.0,0.0,0.0,1,0,0
17726357,9.5,1.73,7.0,11.0,1,0,0
17726365,10.0,5.66,6.0,14.0,1,0,0
17726372,1.92,4.52,0.0,13.0,1,3,1
17726373,15.0,20.22,3.0,62.0,1,1,1
17726377,11.0,2.04,9.0,14.0,1,1,1
17726390,3.83,2.59,1.0,10.0,1,0,0
17726396,20.67,10.48,0.0,44.0,1,2,1
17726434,0.0,0.0,0.0,0.0,1,1,1
17726439,16.14,3.34,11.0,21.0,1,1,1
17726440,0.0,0.0,0.0,0.0,1,2,1
17726523,4.42,4.27,2.0,17.0,1,3,1
17726561,12.6,4.74,9.0,24.0,1,1,1
17726578,27.33,16.6,8.0,57.0,1,2,1
17726622,7.5,17.28,0.0,62.0,1,1,1
17726627,30.58,2.75,25.0,35.0,1,1,1
17726641,1.58,1.0,1.0,4.0,1,1,1
17726827,26.58,15.4,8.0,53.0,1,1,1
17726851,0.08,0.29,0.0,1.0,1,0,0
17726880,13.25,7.69,6.0,28.0,1,0,0
17726909,11.0,4.15,7.0,19.0,1,0,0
17726942,0.0,0.0,0.0,0.0,1,0,0
17726955,0.08,0.29,0.0,1.0,1,3,1
17726971,4.22,6.8,0.0,16.0,1,0,0
17726977,0.5,0.52,0.0,1.0,1,0,0
17727136,0.0,0.0,0.0,0.0,1,0,0
17727158,10.25,1.76,7.0,13.0,1,0,0
17727191,13.67,2.96,9.0,18.0,1,0,0
17727238,0.0,0.0,0.0,0.0,1,1,1
17727291,2.0,0.74,1.0,3.0,1,0,0
17727292,0.0,0.0,0.0,0.0,1,0,0
17727310,10.33,14.47,1.0,27.0,1,0,0
17727327,12.42,20.49,0.0,58.0,1,1,1
17727349,42.17,14.25,11.0,74.0,1,0,0
17727365,20.42,9.73,5.0,40.0,1,0,0
17727417,0.0,0.0,0.0,0.0,1,0,0
17727420,21.0,2.21,18.0,25.0,1,0,0
17727421,8.75,1.14,8.0,11.0,1,1,1
17727423,1.33,3.47,0.0,12.0,1,4,1
17727462,13.75,5.86,6.0,25.0,1,1,1
17727507,19.0,7.8,0.0,34.0,1,0,0
17727618,0.0,0.0,0.0,0.0,1,1,1
17727621,0.0,0.0,0.0,0.0,1,0,0
17727664,3.67,0.58,3.0,4.0,1,0,0
17727669,8.42,1.31,7.0,10.0,1,0,0
17727671,70.0,9.61,59.0,91.0,1,0,0
17727672,10.92,5.63,5.0,22.0,1,3,1
17727726,23.17,8.72,11.0,41.0,1,0,0
17727742,15.33,4.05,10.0,21.0,1,0,0
17727763,5.33,2.31,3.0,12.0,1,0,0
17727772,11.5,10.1,6.0,43.0,1,2,1
17727844,16.5,6.46,6.0,25.0,1,0,0
17727847,18.17,4.57,12.0,25.0,1,0,0
17727849,0.42,1.16,0.0,4.0,1,3,1
17727893,5.83,9.22,1.0,31.0,1,2,1
17727979,26.5,7.45,11.0,38.0,1,4,1
17728076,0.5,1.17,0.0,4.0,1,2,1
17728098,0.0,0.0,0.0,0.0,1,0,0
17728122,0.0,0.0,0.0,0.0,1,0,0
17728256,13.33,3.37,10.0,21.0,1,1,1
17728274,4.67,2.67,0.0,12.0,1,0,0
17728297,14.5,13.69,7.0,47.0,1,0,0
17728430,2.09,2.26,0.0,7.0,1,0,0
17728438,29.42,24.34,0.0,84.0,1,1,1
17728485,8.67,3.55,4.0,17.0,1,1,1
17728491,0.0,0.0,0.0,0.0,1,1,1
17728497,7.17,7.63,2.0,24.0,1,1,1
17728499,127.67,60.77,45.0,202.0,2,1,1
17728516,34.12,6.79,26.0,47.0,1,2,1
17728537,20.42,5.95,15.0,32.0,1,0,0
17728563,2.67,0.78,2.0,4.0,1,0,0
17728612,2.25,1.82,1.0,7.0,1,0,0
17728650,11.58,5.76,0.0,19.0,1,0,0
17728661,0.0,0.0,0.0,0.0,1,2,1
17728669,2.75,1.29,0.0,5.0,1,0,0
17728680,0.08,0.29,0.0,1.0,2,4,1
17728694,16.08,5.38,0.0,21.0,1,0,0
17728701,8.5,7.49,0.0,19.0,1,3,1
17728772,15.0,6.73,9.0,35.0,1,0,0
17728791,8.42,13.89,0.0,46.0,1,0,0
17728794,38.83,42.08,0.0,144.0,2,1,1
17728799,17.08,14.5,0.0,54.0,1,1,1
17728803,5.58,0.67,4.0,6.0,1,0,0
17728806,111.5,8.45,97.0,131.0,1,0,0
17728825,36.75,3.82,32.0,43.0,1,0,0
17728838,1.0,0.0,1.0,1.0,1,2,1
17728842,0.0,0.0,0.0,0.0,1,0,0
17728847,9.08,9.77,5.0,40.0,1,0,0
17728886,10.92,4.23,0.0,18.0,1,0,0
17728972,282.75,162.48,0.0,666.0,2,1,1
17728997,63.17,6.93,55.0,78.0,1,0,0
17729006,18.08,12.34,0.0,32.0,1,2,1
17729014,0.42,1.16,0.0,4.0,1,1,1
17729017,0.0,0.0,0.0,0.0,1,0,0
17729083,0.0,0.0,0.0,0.0,1,2,1
17729118,2.08,0.9,0.0,3.0,1,0,0
17729123,0.0,0.0,0.0,0.0,1,0,0
17729215,11.42,2.61,7.0,16.0,1,0,0
17729261,2.55,5.94,0.0,18.0,1,0,0
17729315,5.5,2.68,1.0,12.0,1,0,0
17729319,0.0,0.0,0.0,0.0,1,0,0
17729338,9.17,3.46,4.0,17.0,1,0,0
17729342,0.0,0.0,0.0,0.0,1,0,0
17729343,288.5,82.85,138.0,394.0,2,0,0
17729344,9.18,14.19,0.0,43.0,1,0,0
17729358,0.0,0.0,0.0,0.0,1,0,0
17729389,2.33,2.61,0.0,7.0,1,1,1
17729499,0.0,0.0,0.0,0.0,1,0,0
17729504,1.0,1.22,0.0,3.0,1,0,0
17729505,0.75,1.5,0.0,3.0,1,0,0
17729506,4.5,5.63,0.0,14.0,1,0,0
17729507,0.33,0.49,0.0,1.0,1,0,0
17729509,0.58,0.51,0.0,1.0,1,1,1
17729510,1.5,1.24,1.0,5.0,1,0,0
17729513,2.67,1.67,0.0,7.0,1,0,0
17729514,5.0,4.07,0.0,16.0,1,0,0
17729515,24.33,11.46,0.0,52.0,1,0,0
17729524,0.58,1.44,0.0,5.0,1,4,1
17729608,18.92,4.48,14.0,31.0,1,0,0
17729609,25.8,4.21,19.0,30.0,1,0,0
17729614,13.0,11.99,2.0,40.0,1,1,1
17729615,4.92,1.16,4.0,7.0,1,0,0
17729653,0.0,0.0,0.0,0.0,1,1,1
17729667,26.67,35.32,0.0,89.0,1,2,1
17729698,31.83,20.43,0.0,58.0,1,2,1
17729718,7.0,3.41,1.0,12.0,1,0,0
17729719,0.0,0.0,0.0,0.0,1,4,1
17729734,6.58,6.2,0.0,24.0,1,0,0
17729741,1.83,2.69,0.0,10.0,1,1,1
17729742,31.75,5.01,22.0,43.0,1,0,0
17729748,186.58,123.59,0.0,374.0,2,1,1
17729754,19.17,10.73,10.0,41.0,1,0,0
17729760,6.6,0.55,6.0,7.0,1,0,0
17729768,0.0,0.0,0.0,0.0,1,1,1
17729800,3.0,0.0,3.0,3.0,1,3,1
17729801,0.0,0.0,0.0,0.0,1,0,0
17729802,1.75,1.06,1.0,4.0,1,0,0
17729856,12.0,1.86,8.0,14.0,1,0,0
17729865,0.0,0.0,0.0,0.0,1,1,1
17729868,6.08,1.0,5.0,8.0,1,0,0
17729872,4.5,1.88,2.0,8.0,1,0,0
17729889,3.5,1.68,0.0,6.0,1,0,0
17729907,0.0,0.0,0.0,0.0,1,0,0
17729908,0.67,0.65,0.0,2.0,1,0,0
17729915,11.0,7.78,2.0,30.0,1,0,0
17729916,5.25,4.37,1.0,12.0,1,0,0
17729960,0.0,0.0,0.0,0.0,1,0,0
17729970,14.33,5.05,7.0,23.0,1,0,0
17729974,51.33,18.15,32.0,68.0,1,0,0
17729980,2.67,1.61,1.0,7.0,1,1,1
17729982,0.92,1.44,0.0,5.0,1,0,0
17729985,0.58,0.67,0.0,2.0,1,0,0
17730007,0.0,0.0,0.0,0.0,1,12,1
17730032,18.17,3.43,14.0,24.0,1,0,0
17730038,24.92,6.84,15.0,37.0,1,0,0
17730039,0.0,0.0,0.0,0.0,1,0,0
17730040,0.42,0.51,0.0,1.0,1,0,0
17730041,0.0,0.0,0.0,0.0,1,0,0
17730042,0.0,0.0,0.0,0.0,1,0,0
17730043,9.67,1.44,8.0,13.0,1,0,0
17730065,3.0,2.26,0.0,8.0,1,0,0
17730094,7.25,5.31,0.0,14.0,1,1,1
17730096,0.67,0.49,0.0,1.0,1,0,0
17730109,0.0,0.0,0.0,0.0,1,2,1
17730135,13.08,2.75,9.0,19.0,1,0,0
17730152,21.58,3.92,16.0,29.0,1,0,0
17730219,16.08,2.81,11.0,21.0,1,0,0
17730243,4.33,1.78,2.0,8.0,1,0,0
17730271,6.5,2.5,3.0,11.0,1,0,0
17730276,0.83,0.94,0.0,2.0,1,0,0
17730302,10.58,2.57,6.0,16.0,1,0,0
17730305,0.0,0.0,0.0,0.0,1,0,0
17730310,5.33,5.02,1.0,17.0,1,0,0
17730313,5.75,4.96,2.0,19.0,1,0,0
17730322,0.0,0.0,0.0,0.0,1,1,1
17730342,0.0,0.0,0.0,0.0,1,0,0
17730381,9.58,5.66,4.0,25.0,1,0,0
17730406,2.67,7.36,0.0,26.0,1,3,1
17730413,29.83,4.28,23.0,36.0,1,0,0
17730444,11.0,0.0,11.0,11.0,1,1,1
17730452,0.0,0.0,0.0,0.0,1,0,0
17730457,7.17,1.03,5.0,9.0,1,0,0
17730505,2.67,1.92,0.0,6.0,1,1,1
17730515,0.0,0.0,0.0,0.0,2,0,0
17730518,3.33,2.5,0.0,10.0,1,0,0
17730555,19.25,5.45,7.0,30.0,1,1,1
17730556,0.0,0.0,0.0,0.0,1,0,0
17730557,0.0,0.0,0.0,0.0,1,0,0
17730558,0.0,0.0,0.0,0.0,1,0,0
17730571,20.83,3.56,18.0,30.0,1,0,0
17730574,64.83,29.77,0.0,137.0,1,0,0
17730578,1.25,0.75,0.0,3.0,1,0,0
17730581,26.75,5.53,16.0,34.0,1,1,1
17730594,0.0,0.0,0.0,0.0,1,0,0
17730634,0.33,0.89,0.0,3.0,1,0,0
17730635,0.0,0.0,0.0,0.0,1,0,0
17730636,2.67,0.98,2.0,5.0,1,0,0
17730638,17.25,4.29,10.0,24.0,1,1,1
17730666,4.0,5.39,2.0,21.0,1,0,0
17730668,19.17,3.21,14.0,24.0,1,0,0
17730687,1.5,0.52,1.0,2.0,1,0,0
17730746,0.0,0.0,0.0,0.0,1,1,1
17730767,23.33,8.34,13.0,46.0,1,1,1
17730800,0.0,0.0,0.0,0.0,1,0,0
17730815,3.08,2.84,0.0,8.0,1,1,1
17730816,164.33,97.36,0.0,291.0,2,1,1
17730820,0.0,0.0,0.0,0.0,1,1,1
17730831,5.08,2.19,2.0,8.0,1,0,0
17730864,2.83,3.35,1.0,12.0,1,0,0
17730867,9.0,1.41,8.0,10.0,1,0,0
17730868,5.33,1.92,4.0,11.0,1,1,1
17730869,0.17,0.39,0.0,1.0,1,1,1
17730878,0.0,0.0,0.0,0.0,1,1,1
17730901,3.83,1.34,2.0,6.0,1,1,1
17730952,4.83,1.11,4.0,7.0,1,0,0
17730976,1.42,3.53,0.0,12.0,1,1,1
17730983,11.92,10.26,3.0,30.0,1,2,1
17731006,7.58,10.59,0.0,31.0,1,3,1
17731009,154.08,52.18,69.0,246.0,2,1,1
17731010,38.67,6.21,28.0,50.0,1,3,1
17731014,6.33,1.5,4.0,9.0,1,0,0
17731023,0.0,0.0,0.0,0.0,1,1,1
17731046,13.6,3.13,11.0,19.0,1,0,0
17731089,11.5,3.83,5.0,17.0,1,0,0
17731133,4.5,5.44,0.0,19.0,1,0,0
17731162,0.89,2.67,0.0,8.0,1,5,1
17731184,2.17,1.11,1.0,4.0,1,1,1
17731211,0.0,0.0,0.0,0.0,1,2,1
17731212,6.0,2.13,4.0,10.0,1,0,0
17731223,8.75,10.41,0.0,33.0,1,3,1
17731225,10.17,2.72,7.0,16.0,1,0,0
17731239,12.5,2.65,10.0,16.0,1,0,0
17731244,0.0,0.0,0.0,0.0,1,0,0
17731246,3.0,0.0,3.0,3.0,1,0,0
17731247,4.08,0.9,3.0,6.0,1,0,0
17731267,8.5,7.05,0.0,17.0,1,2,1
17731287,5.75,0.75,5.0,7.0,1,1,1
17731288,33.0,12.97,19.0,57.0,1,1,1
17731290,0.5,0.52,0.0,1.0,1,0,0
17731328,7.0,3.25,3.0,14.0,1,0,0
17731335,0.0,0.0,0.0,0.0,1,1,1
17731336,7.75,16.0,0.0,48.0,1,12,1
17731399,26.83,2.86,23.0,32.0,1,0,0
17731424,0.0,0.0,0.0,0.0,1,5,1
17731433,4.0,8.84,0.0,32.0,1,1,1
17731434,2.0,1.1,0.0,3.0,1,0,0
17731445,4.92,2.07,0.0,7.0,1,0,0
17731478,42.92,43.62,0.0,164.0,1,1,1
17731500,9.17,8.22,0.0,22.0,1,1,1
17731526,0.0,0.0,0.0,0.0,1,1,1
17731539,4.58,3.53,0.0,11.0,1,1,1
17731545,16.08,5.3,5.0,29.0,1,0,0
17731550,2.17,0.83,1.0,3.0,1,0,0
17731557,54.75,35.32,0.0,105.0,2,1,1
17731558,236.33,120.07,46.0,481.0,2,2,1
17731568,2.6,1.67,0.0,4.0,1,1,1
17731585,2.75,4.3,0.0,10.0,1,0,0
17731617,3.33,0.49,3.0,4.0,1,0,0
17731622,12.08,4.01,8.0,19.0,1,1,1
17731627,0.0,0.0,0.0,0.0,1,0,0
17731692,26.58,3.68,24.0,36.0,1,0,0
17731754,15.75,4.18,6.0,24.0,1,0,0
17731798,4.75,0.87,3.0,6.0,1,0,0
17731830,70.83,29.18,11.0,111.0,2,0,0
17731837,9.33,5.23,4.0,20.0,1,0,0
